"SCQ_1","SCQ_2i","SCQ_3","SCQ_4","SCQ_5","SCQ_6","SCQ_7","SCQ_8","SCQ_9","SCQ_10","SCQ_11","SCQ_12","SCQ_13","SCQ_14","SCQ_15","SCQ_16","SCQ_17","SCQ_18","SCQ_19i","SCQ_20","SCQ_21","SCQ_22i","SCQ_23","SCQ_24","SCQ_25","SCQ_26","SCQ_27","SCQ_28","SCQ_29","SCQ_30","SCQ_31","SCQ_32","SCQ_33","SCQ_34","SCQ_35","SCQ_36","SCQ_37i","SCQ_38","SCQ_39","SCQ_40","SCQ_41i","SCQ_42","SCQ_43","SCQ_44","SCQ_45","SCQ_46","SCQ_47","SCQ_48","SCQ_49","GHA1","GHA2","GHA3","PEB_M1_1","PEB_M1_2","PEB_M1_3","PEB_M1_4","PEB_M1_5","PEB_M1_6","PEB_M1_7","PEB_M1_8","PEB_M1_9","PEB_M2_1","PEB_M2_2","PEB_M2_3","PEB_M2_4","PEB_M2_5","PEB_M2_6","PEB_M3_1","PEB_M3_2","PEB_M3_3","PEB_M4_1","PEB_M4_2","SOD_1","SOD_2","SOD_3","SOD_4","SOD_5","SOD_6","SOD_7","SOD_8","SOD_9","SOD_10","SOD_11","SOD_12","SOD_13","SOD_14","SOD_15","SOD_16","IRI_1","IRI_2","IRI_3","IRI_4","IRI_5","IRI_6","IRI_7","TIPI_1","TIPI_2","TIPI_3","TIPI_4","TIPI_5","TIPI_6","TIPI_7","TIPI_8","TIPI_9","TIPI_10","GCS_1","GCS_2","GCS_3","GCS_4","GCS_5","Impact_knowledge_1","Impact_knowledge_2","Impact_knowledge_3","Impact_knowledge_4","Impact_knowledge_5","Impact_knowledge_6","Impact_knowledge_7","Impact_knowledge_8","Impact_knowledge_9","Impact_knowledge_10","Impact_knowledge_11","Impact_knowledge_12","Impact_knowledge_13"
4,4,5,4,4,4,3,4,4,3,4,4,4,4,4,4,3,5,5,5,4,3,4,4,3,4,4,4,3,4,3,5,3,3,4,3,4,4,4,4,3,2,3,3,4,2,4,5,4,2,2,2,6,3,3,3,4,6,5,7,6,4,5,6,3,6,3,7,3.7816766800473,6,1,1,4,4,5,4,5,4,5,4,4,4,4,4,4,4,4,6,3,4,4,3,3,3,3,1,5,1,7,5,3,5,7,1,5,4,1,3,2,2,NA,NA,"3","3","3","3","3","3",NA,"3","3","3","1"
5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,4,4,5,5,5,5,4,5,3,5,2,5,5,5,5,2,1,5,1,5,1,1,3,5,1,1,2,1,5,5,5,1,5,1,1,5,-4.49871344561089,2.91984378650394,0.833183250374049,1.47080627886386,7.13494139767296,5.80917448946081,7,-4.29637587874859,3,1,1,5,1,2,2,4,1,1,4,6,6,7,6,7,7,7,7,4,3,4,4,2,2,2,1,5,5,7,2,7,5,6,6,7,4,1,4,1,1,"3","2","3","3","3","3","3","3","3","3","3","3","1"
4,5,3,5,3,5,4,3,4,4,5,4,4,5,4,4,4,5,4,3,4,4,4,3,2,2,4,4,2,4,3,3,3,5,4,3,4,4,5,5,3,4,4,2,5,1,3,4,4,4,3,4,5,3,4,4,4,5,5,7,5,5,6,1,6,7,4,7,4,1,1,1,4,5,6,5,3,5,4,5,4,3,4,3,4,2,3,5,4,3,2,4,2,3,3,2,3,3,6,2,5,5,6,4,6,3,1,3,2,3,"2","3","3","2","2","2","3","3","1","2","2","3","1"
4,4,3,4,4,4,3,5,3,4,4,4,4,3,4,2,5,4,5,4,3,3,4,3,4,4,3,5,3,4,5,4,5,3,5,3,3,4,3,4,2,1,4,3,5,2,2,4,4,4,4,4,4,1,4,5,1,1,1,4,1,2.1031157538141,3.31906200808866,3.46984428869385,1.57950965719886,1.83277228741041,2.16546936467522,7,-2.71931024728865,1,1,1,4,4,5,5,5,3,4,4,4,4,4,4,6,4,2,6,4,4,3,4,2,3,4,3,2,1,3,5,6,4,5,5,7,3,3,2,1,3,"3","2","3","3","2","2","3","3","3","2","2","3","3"
2,4,4,4,2,5,3,4,3,3,4,4,4,4,4,3,4,4,3,3,3,3,3,4,2,3,2,4,3,5,4,2,2,4,3,2,4,4,3,4,3,1,4,1,4,2,2,4,5,4,3,4,3,2,3,3,3,6,1,1,1,5,2,3,3,5,4,5,-3.741604831535,3,1,1,3,2,4,3,4,4,4,5,3,4,5,3,4,2,4,5,3,3,2,3,2,2,2,1,4,5,5,2,6,4,3,5,6,4,1,3,1,2,NA,"2",NA,"3","2","2",NA,"3","1","2","2","3",NA
4,4,5,5,4,4,4,5,4,4,4,4,5,5,5,4,5,5,5,4,4,4,5,4,4,3,3,5,4,5,3,4,5,3,4,3,4,4,4,4,3,2,4,3,4,2,3,4,5,3,3,3,5,1,4,2,4,6,1,1,2,1,5,5,3,6,7,4,-1.72476894030845,5,1,1,4,3,4,3,6,4,3,4,3,3,6,6,5,4,4,4,4,4,4,3,2,1,2,4,3,4,6,5,5,5,5,3,5,2,2,2,1,2,"3",NA,"3","3",NA,NA,"3","3","1","3","3","3",NA
3,5,5,5,4,4,5,4,3,4,5,4,4,5,4,4,4,4,5,4,5,4,4,4,5,3,3,4,4,4,4,4,4,2,2,2,4,4,2,2,3,1,2,2,4,1,2,2,2,2,1,2,1,1,2,5,5,1,1,5,1,3.98196955424834,5.10084453354883,1.80947240814732,7.23734049817931,4.44566365308336,9.87297589921202,5,7.7104753999158,3,1,1,4,2,3,3,5,2,4,4,5,5,5,5,5,5,6,6,2,3,4,2,4,4,4,1,2,3,6,3,6,4,5,3,6,3,1,3,2,2,"3",NA,NA,"3","3","3","3","3","1","3","3","3",NA
3,5,5,4,3,3,3,5,4,5,4,4,4,3,5,4,4,5,4,3,5,3,5,2,3,3,4,5,4,5,4,4,5,3,4,2,4,4,4,5,4,1,5,2,5,2,4,4,3,2,2,2,1,1,1,2,1,6,1,7,1,4.16005956039644,2.6311560458593,-3.33302011280719,7.08190552162459,7.03462071582327,4.54204945112827,7,6.62849436380308,7,1,1,3,3,2,2,2,2,2,3,6,6,6,6,6,5,5,6,3,3,3,3,2,2,2,1,2,2,6,3,7,5,7,4,7,4,1,4,1,1,"3","3","3","3","3","3","3","3","1",NA,"3","3","2"
1,5,5,5,5,5,5,5,3,5,5,1,5,5,5,3,5,5,5,1,5,3,5,5,1,5,5,5,5,5,3,1,1,5,5,5,5,5,5,5,2,1,5,3,5,3,1,3,4,1,1,1,6,4,1,4,6,1,6,1,6,1,7,7,1,4,1,7,1,7,7,7,4,1,5,6,4,4,4,4,4,4,4,4,7,4,4,5,1,5,5,5,1,1,1,7,7,7,4,7,1,1,7,7,4,4,4,4,4,4,"1","1","1","1","2","1","1","1",NA,"2","1","1","2"
3,5,4,5,3,5,3,5,5,4,3,5,4,4,4,3,5,5,5,5,5,4,5,3,5,5,4,4,4,4,4,5,4,4,5,4,4,4,5,4,5,5,4,2,4,2,3,3,4,2,1,2,6,2,4,4,6,6,6,7,5,6,6,4,1,7,7,7,7,7,1,1,4,5,6,3,3,4,3,3,4,4,6,5,4,4,4,6,4,4,5,4,2,2,2,3,2,5,4,5,6,6,5,5,4,2,2,2,3,3,"3","3","1","3","3","3","3","3","1",NA,"3","3","1"
4,5,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,5,5,4,5,4,4,3,2,4,4,4,4,4,4,5,4,3,3,5,4,4,3,2,3,3,1,4,3,3,5,3,1,1,1,1,1,7,5,6,7,7,1,1,1.39977032365071,4,6.67488238356985,4.02766953003009,3.9434586530432,7,7,0.279148000889348,6.1087234334118,1,1,1,4,1,1,6,1,4,1,4,4,7,6,6,4,7,6,4,4,4,4,3,2,3,4,4,6,5,5,7,7,4,4,4,3,2,3,1,3,"3","3","3","3","3","3","3","3","3","3","3","3","1"
5,5,4,2,1,5,4,4,4,5,4,5,4,3,4,4,5,4,5,2,2,5,5,5,3,1,4,3,4,5,2,4,5,4,4,3,4,2,4,4,2,3,4,1,4,3,3,2,5,4,3,4,1,1,4,1,1,1,1,4,1,1.32355092883315,4.33038707706511,7.16768203872561,7.37963823758583,4.05433010322504,6.06285891547756,7,-0.725438575949515,7,1,1,3,5,6,2,5,4,5,3,1,4,6,5,6,5,3,5,2,2,2,1,4,2,2,4,3,5,1,7,4,3,1,4,1,1,3,1,3,4,"2","2","3","3","2","2","3","3","2","2","2","3","2"
3,5,4,4,4,4,3,4,3,4,3,4,4,4,4,3,3,4,4,4,4,5,4,4,2,3,4,5,3,4,3,4,3,3,3,3,3,4,4,3,3,3,2,2,3,2,2,3,3,3,3,3,1,1,5,4,4,4,1,4,4,4,1,1,1,5,1,4.79758864041169,8.08036388552771,3.14449549568454,1,1,4,4,4,4,5,4,4,4,4,4,5,4,4,4,3,5,3,4,3,2,3,3,2,1,5,1,7,1,4,2,6,1,7,4,1,4,1,2,"3","3","3","3",NA,"3","3","3","1",NA,"3","3","1"
1,5,4,4,3,4,4,4,3,4,4,5,4,4,4,3,3,4,3,4,3,3,4,3,3,2,4,4,3,4,3,3,4,4,4,2,4,4,4,4,4,1,3,2,4,1,2,4,3,4,4,4,2,1,1,2,4,7,1,1,2,1.99540167530356,1.91375177127845,0.960101142884332,4.56748940531002,5.56014359190169,4.79890101494197,7,4.28038309187516,4,1,1,4,4,5,4,4,4,4,3,4,4,5,4,5,4,4,5,3,2,3,3,3,2,3,4,3,4,3,5,5,4,5,5,4,3,2,3,2,2,"2","2","2","2","2","2","2","3","2","2","2","2","2"
4,4,5,4,5,5,2,4,4,5,4,4,4,4,4,5,3,5,4,3,5,4,4,4,5,3,3,4,5,4,2,5,2,3,5,3,2,5,4,4,3,2,3,3,4,3,3,4,3,1,1,2,1,1,4,5,4,5,1,4,4,5,1,1,1,7,1,7,4,5,1,1,4,2,4,5,3,2,2,5,3,4,6,5,5,6,5,5,4,3,2,4,2,2,2,1,5,5,7,2,5,5,5,2,6,4,1,4,1,1,"3","3","3","3","3","3","3","3","3","3","3","3","1"
5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,2,5,5,5,4,4,4,4,5,4,5,4,4,3,5,5,4,2,4,5,4,3,1,4,2,4,2,4,3,4,2,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,7,1,1,1,1,2,1,2,2,4,1,2,4,4,6,6,6,6,6,6,7,2,2,3,3,3,3,3,2,2,5,3,3,5,4,4,4,4,3,2,3,1,1,"3","3","3","3","3","3","3","3","2","2","3","3","1"
4,1,5,4,5,3,5,5,3,5,4,4,5,4,3,4,4,5,4,5,5,4,5,5,4,5,5,5,4,4,4,4,2,3,3,2,3,3,2,5,2,1,5,3,5,2,5,2,3,1,1,1,1,1,1,1,5,1,1,1,1,1,7,1,1,5,1,1,7,1,1,1,3,3,5,3,3,2,4,3,6,4,6,5,6,5,4,6,2,3,4,3,4,2,2,2,3,3,6,5,6,4,6,5,5,3,2,3,1,2,"3","3","3","3","3","3","3","3","1","3","3","3","1"
4,5,4,4,4,4,3,5,4,5,4,4,3,5,4,4,4,4,5,4,5,5,4,4,5,4,3,4,4,5,2,3,3,4,5,3,4,5,5,5,3,1,4,3,4,4,2,5,5,1,1,1,1,1,6,5,2,5,5,4,7,6,4,1,2,4,4,6,4.48320860407315,7,1,1,1,1,4,1,1,1,1,2,3,5,4,4,4,5,3,6,5,5,5,5,1,1,1,5,1,4,5,5,5,5,5,3,5,1,2,3,2,2,"3","3","3","3","3","3","3","3","3","3","3","3","1"
4,1,5,5,1,5,4,4,5,4,5,5,5,5,5,2,5,5,4,2,4,5,5,4,5,3,5,4,5,5,5,5,3,3,3,3,3,2,4,5,4,1,5,2,5,1,1,5,5,3,3,3,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,6,7,4,1,5,1,1,1,1,6,5,5,6,6,4,7,4,4,4,5,4,2,4,1,6,6,7,1,7,6,1,6,5,3,3,2,3,4,"3","3","3","3","3","3","3","3","1","3","3","3","1"
4,2,4,4,3,4,3,4,3,3,3,4,4,4,3,3,4,3,3,3,4,3,4,3,3,3,2,4,5,4,4,3,2,4,5,2,2,1,4,3,3,1,3,3,3,1,2,4,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,4,3,4,3,3,4,4,4,3,4,4,3,3,2,3,3,3,3,4,3,3,1,3,1,5,4,1,1,3,3,4,3,3,3,1,1,"2","2","2","2","2","2","2","2","2","2","2","2","2"
3,5,4,4,3,4,5,4,4,4,3,5,4,4,5,5,4,4,3,5,5,3,5,4,5,3,3,5,4,5,2,4,1,3,3,1,2,4,5,5,2,1,4,3,4,2,2,4.74888161958881,2,2,2,1,1,1,2,2,4,2,4,1,1,7,2,1,1,6,2,6,1,5,1,1,4,7,4,6,6,2,4,6,5,5,4,4,7,3,6,7,4,5,3,3,1,3,2,4,4,3,5,4,6,4,3,3,3,4,2,3,1,1,"2",NA,"3","3","3","3","3","3","1","3","3","3","1"
4,5,5,4,4,3,4,4,4,4,4,5,4,2.10589526075656,4,4,3,5,5,4,4,4,4,4,5,4,4,5,5,4,3,3,4,4,4,3,4,5,4,4,2,1,4,3,5,2,2,3,3,2,3,2,1,1,3,5,4,5,1,4,1,5,5,1,1,6,5,3,5,3,1,1,3,3,5,2,3,2,2,2,5,5,6,5,6,5,5,6,4,4,4,4,1,1,2,3,3,4,5,5,2,5,6,4,5,4,1,4,1,2,"3",NA,NA,NA,"3","3","3","3","1","3","3","3",NA
5,3,5,4,4,5,4,4,4,4,4,5,4,5,4,4,4,4,5,4,4,4,5,5,4,4,4,4,5,5,4,4,4,4,4,4,4,5,4,5,4,1,5,4,5,4,4,4,5,3,2,3,1,1,6,6,4,6,5,4,4,3.52453856670021,0.783543958418488,5,7,5.56019272393933,7,7,2.45646221008259,6,1,1,3,4,2,3,6,2,2,4,5,7,6,6,6,5,6,7,5,5,4,4,2,2,2,3,2,5,5,6,6,6,5,5,6,4,2,4,2,3,"3","3","3","3","3","3","3","3","1","3","3","3","1"
4,4,4,5,4,5,2,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,3,5,5,4,5,5,4,5,4,3,3,4,5,4,5,2,1,4,1,5,2,4,5,5,1,1,4,7,1,7,5,5,7,6,7,7,1.51897613161218,5.38621054456487,6.64086559768074,5.75576123273245,5.13378923135644,7.00545695645076,4,0.0169962956207483,6,7,1,1,1,4,1,7,1,1,2,7,6,7,6,7,6,5,7,4,4,4,5,1,1,1,7,3,7,4,6,5,7,5,2,5,4,1,2,2,4,"3","3","3","3","3","3","3","3","1","3","3","3","3"
3,4,4,4,5,4,4,4,3,4,4,4,4,5,4,4,4,4,5,5,5,4,4,2,3,3,4,4,3,5,4,4,5,3,4,2,4,4,2,5,2,1,4,1,5,1,4,2,3,1,2,1,3,2,3,5,3,3,3,4,3,-1.12502891774961,3.61340246142882,2.78659396721549,6.01873911119376,7.16602365730524,5.11394898880446,7.8943838526912,5.71021148496254,4,1,1,4,4,3,4,5,4,4,4,6,6,5,5,6,5,6,6,2,4,4,4,3,3,2,2,6,3,6,5,5,6,5,4,3,3,1,3,2,2,"3","3","3","3","3","3","3","3","1","3","3","3","1"
3,5,4,4,4,3,3,4,3,4,4,4,4,4,4,4,3,4,5,3,4,3,4,4,3,2,3,4,4,4,3,4,3,3,3,3,4,4,4,4,3,4,4,2,4,3,3,4,4,3,3,4,5,1,4,4,4,5,5,4,5,3.72261683227668,3.72244983539079,5.90342479627504,1.86741030397588,6.50382469730435,1.82658644534852,7,1.83505407157884,1,1,1,4,2,2,4,2,4,3,4,4,4,5,4,4,4,4,5,3,3,3,3,2,3,2,4,4,6,4,4,4,5,5,5,4,3,2,3,2,2,"3","2","3","3","3","3","3","3","1","3","3","3","1"
3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,4,4,3,4,3,4,3,4,3,3,5,4,3,3,4,4,3,4,3,3,4,3,4,4,4,4,3,5,3,3,3,4,4,3,3,5,4,4,4,4,4,3,4,5,4,4,4,5,5,5,6,4,5,1,1,2,3,3,4,5,2,2,4,5,5,6,5,6,6,4,5,4,4,3,4,2,2,2,6,3,5,3,6,3,5,3,4,3,2,3,2,3,3,"3","2","3","3","3","2","3","3","3","2","2","3","3"
3,5,5,5,5,5,4,5,3,5,5,5,5,4,5,4,5,5,5,4,5,3,5,3,4,3,4,5,5,5,5,5,2,2,4,1,4,4,4,4,3,3,5,4,5,3,1,4,4,1,2,2,1,1,1,3,4,4,2,1,6,1,2,1,5,4,4,7,-0.0726339188599864,1,1,1,1,1,4,4,7,1,4,1,7,6,5,5,7,5,5,7,3,4,5,2,1,2,1,5,4,5,2,7,1,3,5,6,2,2,3,2,2,3,"3","3","3","3","3","3","3","3",NA,"3","3","3","1"
4,1,5,5,4,4,3,5,4,4,4,4,5,2,5,3,3,5,5,5,5,5,5,4,5,2,4,5,4,4,2,3,2,4,3,3,5,3,3,4,2,1,4,3,4,2,3,4,4,2,1,2,1,1,1,1,2,2,1,4,1,5.43774449541366,3.03345068192098,1.44336855134152,-0.473591706373807,4.7390975744593,1.0039386876383,4,3,6,1,1,1,5,6,5,4,2,4,4,4,5,5,6,5,3,4,5,3,3,4,2,4,3,3,1,5,7,7,5,7,4,7,1,7,4,1,4,1,2,"3","3","3","3",NA,"3","3","3","1",NA,"3","3","1"
5,5,5,5,5,4,3,5,4,5,5,4,4,3,4,4,5,4,5,5,5,4,5,4,4,3,4,5,4,5,3,5,3,4,5,2,5,5,4,5,4,2,3,5,4,3,2,4,4,2,2,2,2,1,1,3,6,5,4,1,6,1,4,7,1,7,1,4.60054968194084,-3.64228944653728,4,1,1,2,1,1,1,7,2,4,4,7,6,7,6,7,6,7,7,3,5,5,4,3,3,3,1,4,5,6,1,7,6,2,2,6,4,1,3,1,1,"3","2","3","3",NA,NA,"3","3","1",NA,"3","3","1"
4,1,5,3,5,4,3,5,3,3,5,5,3,2,5,4,4,4,4,4,5,4,5,4,5,5,4,4,4,5,2,4,1,3,4,4,5,4,4,5,2,1,3,1,5,1,4,4,4,1,1,3,5,1,3,1,4,3,3,1,1,7,7,1,1,7,1,7,1,1,1,1,4,3,6,5,4,3,4,4,1,4,6,2,5,4,3,4,4,4,4,4,2,4,1,5,5,2,3,6,4,5,5,6,2,2,3,3,3,3,"3","2","3","3","2","3","3","3","1","3","3","3","1"
3,3,4,3,3,3,3,3,3,3,3,2,4,4,3,3,3,3,3,3,4,4,3,3,2,3,3,4,3,4,3,3,4,4,3,2,3,3,3,3,4,2,3,2,4,2,2,2,4,2,3,3,4,1,2,1,1,1,1,1,1,4,4,1,4,5,5,1,1,2,1,1,4,3,4,2,4,3,2,4,4,3,5,5,3,4,4,6,2,4,2,2,3,2,3,2,2,2,5,2,6,4,2,5,5,3,1,2,1,1,"2","2","2","3","3","2","2","3","2","3","2","3","3"
4,5,4,4,2,4,3,2,3,4,4,4,4,3,4,3,3,4,3,2,4,4,4,2,2,2,2.43799041561955,4,4,4,2,3,4,2,4,2,2,4,2,3,4,1,4,2,5,1,2,4,2,3,4,4,5,1,1,6,5,2,1,1,5,5.91736366505999,3.74406155818339,0.271225058665409,7.76672897695346,3.8735791805232,10.843090700763,6.48698114680394,2.41439414930787,5,1,1,5,2,5,5,2,4,3,6,4,5,5,5,5,5,3,2,2,4,2,3,2,4,4,2,5,6,5,6,2,5,2,5,3,3,4,2,2,2,"3",NA,"3","3","2","2","3","3","2","3","3","3","2"
3,4,3,4,4,5,4,5,5,5,5,5,5,5,5,4,5,4,4,2,4,3,5,5,4,4,4,5,4,5,5,2,2,2,4,3,3,4,3,5,3,1,5,2,5,2,2,3,2,2,2,2,2,1,1,1,3,2,1,1,5,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,2,1,2,1,7,7,7,7,6,6,6,7,4,5,3,3,1,2,1,2,2,2,7,5,5,3,6,5,5,3,1,3,2,3,"3","3","3","3","3","3","3","3","1","3","3","3",NA
5,4,5,5,5,4,4,4,5,4,5,5,5,5,4,5,5,5,4,4,5,4,5,5,4,4,4,5,5,4,4,4,4,4,4,3,3,4,4,3,4,3,5,3,4,3,2,5,4,3,2,2,2,2,5,5,5,6,4,2,5,2,2,2,6,2,6,6,2,4,1,1,3,2,3,3,3,3,4,3,5,5,5,5,6,5,5,4,4,4,4,4,2,2,2,3,4,4,6,5,6,6,5,3,5,3,2,2,2,3,"3","3","3","3",NA,"3","3","3","3","3","3","3","3"
5,2,4,3,4,5,4,5,4,3,4,4,3,5,4,4,4,4,5,4,4,5,4,5,5,5,4,4,4,5,3,4,2,4,4,3,3,4,3,4,4,3,4,2,4,1,5,3,4,2,2,2,2,1,4,4,4,2,2,1,2,6,5.90439284683428,4,1,5,2,7,4.35485210210933,4,1,1,2,2,5,2,4,4,5,4,5,4,6,5,5,3,5,5,3,4,4,4,2,2,2,4,3,5,5,3,4,6,2,3,5,3,2,3,2,2,"3","3",NA,"3","3","3","3","3",NA,"3","3","3","1"
4,5,5,5,4,5,3,5,5,4,4,5,4,5,5,2,3,5,4,4,5,5,5,3,3,4,4,4,5,3,5,2,4,2,4,2,3,5,5,3,2,1,5,1,4,3,2,4,3,4,4,4,1,1,1,1,1,1,1,1,1,-5.73184959540385,7.8440487590307,-1.83717476531556,1.18832748517186,10.7331710788507,4.38445722381752,7,4.29363388294259,1,1,1,7,7,7,7,7,6,4,4,1,1,7,1,1,1,1,3,1,3,4,3,4,5,4,3,2,6,4,3,4,5,2,6,4,4,3,2,3,3,"3",NA,"3","3","3","3","3","3","3",NA,"3","3","3"
4,5,5,5,4,4,4,4,4,5,5,5,5,4,4,4,5,4,5,3,4,5,5,4,3,2,4,5,4,4,3,4,4,2,4,4,5,5,4,5,4,5,4,2,4,2,3,4,2,2,2,2,1,1,3,1,3,5,1,4,4,2,6,1,5,6,7,7,5.57586218343208,5,1,1,3,2,3,2,3,2,1,1,6,4,7,5,5,5,6,7,4,4,5,4,2,1,1,2,3,3,5,6,6,5,2,5,5,2,3,3,1,1,"3","3","3","3","2","3","3","3","1","2","2","3","1"
3,2,4,4,4,4,4,4,3,5,4,4,4,4,4,3,5,5,4,3,4,4,4,4,5,3,4,5,3,5,3,4,5,3,4,3,4,4,3,4,3,1,5,2,5,2,2,3,1,2,2,2,1,1,5,3,5,1,1,1,2,6,6,2,3,6,6,6,2.10336074474785,3,1,1,4,3,4,3,3,4,4,3,4,3,5,5,4,5,3,5,4,4,4,4,2,2,2,4,3,4,5,5,5,6,5,5,4,3,2,2,3,3,"3","3","3","3","2","2","3","3","1","2","3","3","1"
3,4,4,2,2,4,3,1,3,3,2,4,4,5,4,3,3,5,3,3,4,4,5,3,4,2,2,5,3,4,4,4,2,4,2,2,3,4,2,4,3,3,5,2,5,1,4,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,4,6,3,6,4,4,4,3,1,3,7,5,4,4,2,2,3,3,4,2,3,3,3,3,4,5,6,2,6,5,4,4,4,4,1,2,1,3,"3","2","2","3","2","3","3","3","2","2","2","3","1"
3,4,4,4,4,5,3,4,3,4,4,4,4,3,4,4,4,3,4,3,5,4,4,4,4,3,3,4,3,4,3,3,4,3,4,3,3,3,4,4,3,1,4,2,5,2,4,1,3,3,2,1,5,1,4,4,4,5,1,1,4,4.07903942239456,1.18198862680004,4.83080938061357,5.67797018837089,3.91485831672828,5.13634275933086,6,1.35848283017792,4,1,1,4,3,5,3,4,4,3,4,5,5,4,4,5,4,4,5,3,4,4,3,3,3,3,3,3,3,5,5,5,5,6,3,6,4,1,3,1,2,"1",NA,"3","3","3","3","3","3","1","3",NA,"3","1"
3,4,3,4,4,4,3,4,4,3,3,4,4,4,4,2,4,4,4,2,3,3,4,3,2,2,4,4,3,4,3,3,3,3,3,1,3,3,3,3,3,1,4,3,3,1,1,3,3,2,2,2,1,1,1,1,1,1,1,7,1,1,4,1,1,6,1,1,0.0424228568042304,1,1,1,1,2,3,2,1,4,1,2,4,3,6,6,4,4,2,6,3,3,3,3,3,3,2,4,3,4,4,3,5,4,4,4,4,3,2,3,2,2,"3","2","3","3","3","2","3","3","1","2","3","3","2"
2,4,2,4,4,2,2,2,2,2,4,4,5,3,2,1,3,3,4,2,4,1,3,2,3,2,4,3,1,4,1,1,1,1,3,5,2,4,1,3,2,1,4,1,4,1,4,1,2,4,4,4,1,1,1,1,1,1,1,1,1,4.74373568843739,5.7052216646936,1.31724229590499,2.40328527583908,2.59453925372364,2.46910987217699,6,11.9781675878099,4,1,1,2,5,5,5,3,2,3,3,2,4,5,3,4,4,2,5,2,1,4,2,3,4,3,2,3,3,5,5,6,5,4,4,5,3,1,3,1,1,"3","3","3","3","1","3","3","3","3","2","3","3","3"
4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,5,4,5,3,2,2,5,5,4,4,4,2,4,5,2,4,4,2,4,4,1,3,2,4,1,4,3,4,1,1,1,2,1,1,2,2,1,1,1,2,1,2,3,1,3,2,6,-3.07573764888175,2,1,1,3,4,6,1,6,3,6,4,4,2,4,3,6,5,2,5,4,4,3,5,1,1,1,2,1,2,6,1,2,6,5,6,6,1,1,4,1,1,"3","2","1","3","3","2","3","3","1","2","2","3","3"
4,2.21852882388797,5,4,4,5,4,4,5,4,4,5,4,4,4,4,5,4,5,4,5,4,4,5,4,4,4,5,4,5,4,4,4,2,4,3,4,4,4,3,4,1,3,2,4,3,2,4,4,1,1,2,1,1,2,1,5,1,1,4,5,3.39586623399691,2.36834196708946,4.31600206593223,7,9.53434102244171,7,1,2,5,1,1,7,2,6,1,4,1,1,4,7,7,7,7,7,7,2,5,4,4,4,2,4,1,2,2,3,1,7,2,3,6,7,3,6,2,3,4,3,3,"3","3","3","3","3","3","3","3","3","2","3","3","2"
5,5,4,4,4,4,5,5,4,4,5,4,5,4,4,4,5,4,5,5,5,5,5,4,5,4,4,5,5,5,3,5,4,4,5,3,5,5,5,5,4,1,5,1,5,2,2,3,5,2,2,1,1,1,2,6,7,7,1,1,6,5,1,6,7,7,7,9.29769463524398,4.86131930927966,4.48694137302439,1,1,1,1,2,1,3,3,2,2,7,6,7,6,7,6,5,6,4,5,5,5,2,1,1,3,1,5,3,6,5,6,2,7,5,3,3,2,2,2,"3","3","3","3","3","3","3","3","1","2","3","3","3"
5,5,5,5,4,4,4,5,5,2,2,4,5,5,4,5,4,4,4,5,5,4,4,4,5,4,5,5,4,5,2,5,5,3,4,3,1,5,4,5,4,4,5,2,5,1,4,2,4,2,2,2,6,1,5,1,4,5,5,5,5,10.2779672371983,7.96892185084179,3.98184467638777,8.20596519654871,13.9689760982847,6.7204841131771,4.94936739030021,-4.27987258091119,6,1,1,3,5,3,3,5,3,3,5,5,5,5,5,5,5,4,5,3,4,2,3,2,2,2,1,1,5,2,2,6,6,2,6,5,2,1,2,2,1,"3","3","3","3","3","3","3","3","1","3","3","3","1"
4,4,3,4.52850602975173,3,4,4,5,5,5,4,4,5,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,5,3,4,4,4,3,5,4,5,4,4,4,2,4,3,5,2,4,3,3,3,3,4,1,1,4,4,4,5,3,1,4,3,5,3,3,5,5,5,10.0102735539809,5,1,1,3,3,4,3,5,4,3,4,5,5,5,5,5,5,5,6,4,4,4,4,2,2,2,4,3,5,5,5,5,5,3,5,4,3,3,3,3,3,"3","3","3","3","3","3","3","3",NA,"3",NA,"3",NA
