"SCQ_1","SCQ_2i","SCQ_3","SCQ_4","SCQ_5","SCQ_6","SCQ_7","SCQ_8","SCQ_9","SCQ_10","SCQ_11","SCQ_12","SCQ_13","SCQ_14","SCQ_15","SCQ_16","SCQ_17","SCQ_18","SCQ_19i","SCQ_20","SCQ_21","SCQ_22i","SCQ_23","SCQ_24","SCQ_25","SCQ_26","SCQ_27","SCQ_28","SCQ_29","SCQ_30","SCQ_31","SCQ_32","SCQ_33","SCQ_34","SCQ_35","SCQ_36","SCQ_37i","SCQ_38","SCQ_39","SCQ_40","SCQ_41i","SCQ_42","SCQ_43","SCQ_44","SCQ_45","SCQ_46","SCQ_47","SCQ_48","SCQ_49","GHA1","GHA2","GHA3","PEB_M1_1","PEB_M1_2","PEB_M1_3","PEB_M1_4","PEB_M1_5","PEB_M1_6","PEB_M1_7","PEB_M1_8","PEB_M1_9","PEB_M2_1","PEB_M2_2","PEB_M2_3","PEB_M2_4","PEB_M2_5","PEB_M2_6","PEB_M3_1","PEB_M3_2","PEB_M3_3","PEB_M4_1","PEB_M4_2","SOD_1","SOD_2","SOD_3","SOD_4","SOD_5","SOD_6","SOD_7","SOD_8","SOD_9","SOD_10","SOD_11","SOD_12","SOD_13","SOD_14","SOD_15","SOD_16","IRI_1","IRI_2","IRI_3","IRI_4","IRI_5","IRI_6","IRI_7","TIPI_1","TIPI_2","TIPI_3","TIPI_4","TIPI_5","TIPI_6","TIPI_7","TIPI_8","TIPI_9","TIPI_10","GCS_1","GCS_2","GCS_3","GCS_4","GCS_5","Impact_knowledge_1","Impact_knowledge_2","Impact_knowledge_3","Impact_knowledge_4","Impact_knowledge_5","Impact_knowledge_6","Impact_knowledge_7","Impact_knowledge_8","Impact_knowledge_9","Impact_knowledge_10","Impact_knowledge_11","Impact_knowledge_12","Impact_knowledge_13"
3,2,4,4,4,1,4,5,5,5,5,5,3,5,5,5,5,4,2,5,5,5,5,5,5,4,4,5,4,5,1,3,1,4,4,4,5,5,5,1,1,1,4,1,5,3,4,5,4,1,1,2,5,1,1,1,1,5,1,1,1,1,1,1,4,1,4,5,1,1,7,1,4,1,4,1,1,4,4,7,7,4,7,4,7,4,7,7,4,1,4,4,1,1,1,4,1,4,6,4,1,4,7,3,7,1,1,1,1,3,"3","1","3","3","1","3","3","3","3","3","3","2","1"
4,5,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,1,4,2,4,1,4,3,4,2,2,2,3,6,3,2,5,5,1,6,5,3,5,3,5,6,5,6,6,3,1,1,3,2,3,2,3,3,3,3,5,5,5,5,6,5,5,6,3,3,2,2,2,3,2,2,2,2,7,2,5,3,5,3,7,4,1,4,1,2,"3","2","3","3","3","2","3","3","1","2","2","3","1"
2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,2,2,4,2,4,3,3,1,2,4,4,4,5,4,4,1,5,3,3,4,1,5,4,1,3,3,3,2,1,6,6,6,6,5,7,6,7,7,5,7,7,7,7,1.42121035901819,6,1,1,6,2,5,3,6,2,2,5,7,6,7,6,6,5,6,6,4,2,4,3,2,2,2,1,6,7,6,6,5,3,7,4,6,4,1,4,1,1,"3","1",NA,"3","3","3","3","3","1","2","3","3","2"
3,4,4,4,5,3,3,4,3,5,4,4,4,4,4,4,4,5,4,3,4,4,5,4,4,3,4,4,4,5,3,3,4,3,3,3,4,3,4,4,3,1,4,2,4,3,5,3,3,2,1,2,7,1,4,4,4,4,4,1,5,4.21626152507935,7.83143767838656,3.68510133391016,5.38545674747749,5.59001671317211,4.72626866435326,5.88845449365555,8.37810051372003,3,1,1,4,3,4,3,4,4,4,5,6,4,5,4,5,4,4,5,4,4,4,3,2,2,2,1,4,2,7,7,7,2,7,1,6,3,2,3,2,2,"3","2","3","2","2","3","3","3","2","2","3","3","2"
4,1,5,5,5,5,4,4,4,3,3,4,4,3,4,3,3,4,4,4,5,4,4,4,5,3,3,4,3,4,4,4,4,2,4,3,2,5,4,2,4,1,2,1,3,3,4,4,2,2,3,2,1,6,1,1,4,3,1,1,1,3,1,2,2,7,6,7,1,2,1,1,5,2,5,5,4,3,3,4,4,4,5,4,6,5,4,5,3,2,4,4,2,2,2,5,1,2,5,5,5,5,4,6,3,1,1,2,2,3,"3","3","3","3","2","3","3","3","1","2","3","3","1"
5,5,5,4,4,4,2,5,3,4,4,3,5,4,3,4,5,4,5,3,5,3,5,5,4,3,4,5,3,5,5,2,4,3,3,1,4,5,3,2,3,1,4,1,5,1,3,2,5,4,3,4,1,1,1,1,1,6,1,1,4,-1.35472251134656,1.15991321445476,3.49498216733283,8.26860184560715,0.501746635609714,6.63815756095883,7,0.35273996699251,7,1,1,3,2,6,5,4,1,2,2,5,5,7,4,5,4,4,5,4,2,4,4,3,3,4,3,3,5,4,4,4,5,4,3,5,3,1,2,2,4,"3","3","3","3","3","3","3","3","1",NA,"3","3","1"
4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,5,5,5,4,4,5,4,4,4,2,5,4,5,4,4,4,4,5,4,4,4,4,5,5,4,4,2,2,2,4,2,2,4,2,3,3,2,5,1,3,5,6,5,1,1,5,6,5,1,6,5,6,6,9.1156836263964,3,1,1,3,3,5,5,5,3,5,5,5,3,3,5,5,5,3,5,4,4,4,4,2,2,2,6,2,5,2,5,2,5,3,5,2,2,3,2,3,3,"3","2","3","3","2","3","3","3","2","2","3","3","3"
5,5,5,5,5,4,3,5,2,5,5,5,5,4,4,4,5,4,4,5,4,4,5,4,4,4,4,5,4,5,2,5,3,5,4,3,2,5,3,4,4,1,4,3,4,1,5,2,4,2,2,2,1,1,2,4,5,2,1,1,4,4,1,1,4,4,4,6,4.47734988705058,6,1,1,1,1,7,3,3,2,5,3,4,5,5,4,7,6,4,6,3,3,4,4,2,2,4,2,6,5,6,5,7,5,5,5,3,4,1,3,1,3,"3","2","3","3","2","2","3","3","1","2","2","3","1"
5,4,5,4,4,5,3,4,4,4,4,4,4,5,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,2,4,4,4,4,3,5,4,4,3,3,3,4,2,2,2,5,1,5,4,5,5,4,4,5,5,5,5,6,6,5,7,4.20145953462542,3,1,1,4,4,4,3,5,3,3,3,5,6,6,5,5,5,6,6,4,4,4,4,2,2,2,4,4,5,4,3,4,5,3,5,4,2,3,3,3,3,"3","3","3","3","3","3","3","3","1","2","3","3","1"
3,3,4,4,4,4,3,4,3,3,4,4,3,5,4,4,4,3,4,4,4,2,4,4,3,2,4,5,4,5,4,4,2,3,3,3,2,4,3,4,4,1,4,2,4,2,2,2,2,2,3,3,4,1,6,4,4,1,1,7,2,1,5,1,1,5,1,7,5,6,1,1,3,1,4,4,5,4,3,2,6,6,5,4,6,5,6,5,4,4,4,3,2,2,2,1,2,2,7,4,6,5,6,4,7,4,1,4,1,1,"3",NA,"1","3","3","3","3","3","1","3","1","3","1"
4,5,5,3,4,4,3,4,4,3,4,3,3,5,5,2,3,3,5,4,5,5,3,3,5,3,4,4,4,4,3,4,2,3,3,2,4,4,3,4,2,1,4,1,4,1,4,4,2,2,1,1,2,1,4,3,4,3,3,1,5,1,4.64739582422044,1,1.39016224825719,5,2,3,10.9967692712559,5,1,7,5,5,5,6,5,5,3,5,5,4,5,3,5,3,3,6,3,4,4,4,2,2,2,2,2,6,6,6,6,5,5,4,5,3,2,2,3,4,"3",NA,"3","3","3","2","3","3","1","2","3","3","1"
3,5,4,4,5,4,4,5,4,4,4,4,5,5,4,3,5,3,5,3,4,2,4,4,4,4,4,4,3,5,4,4,4,4,5,3,4,5,4,4,4,4,5,4,5,4,1,3,4,2,1,2,4,1,3,2,4,5,1,7,5,4.09931780639249,4.94473450234689,7.55888397786361,7,3.81802935614601,1.67022488529333,7,7.9810928933214,4,1,1,3,3,4,4,3,2,2,4,5,5,6,5,6,4,5,5,4,4,4,3,4,2,2,3,2,4,6,5,5,5,5,5,3,3,2,3,2,2,"3","3","3","3","2","3","3","3","1","2","2","3","2"
4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,3,4,4,5,3,5,4,4,3,4,3,3,4,4,4,2,4,5,3,4,2,3,5,4,3,3,2,4,2,4,2,1,2,3,4,4,4,4,3,3,5,4,6,3,5,3,4.09574566766695,1.05737424693415,5.23805731637699,10.0316265682313,5.22359498849797,7.42205735907459,7,9.82474916824825,6,1,1,3,1,3,3,3,3,3,4,5,5,5,5,4,4,4,5,4,4,3,4,2,2,2,4,2,5,5,2,3,5,3,3,5,3,2,3,2,3,NA,"2","3","3",NA,"3","3","3",NA,"2","3","3","3"
4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,3,4,4,4,4,3,4,3,4,2,1,4,2,4,2,3,3,3,3,2,2,5,1,5,4,3,5,5,5,5,3.30669217430302,7.57809270004747,5.10955578493526,6.30373399044183,6.83702122219398,7.67841616558071,3.82549064477844,6.94546995708113,5,1,1,4,2,4,1,4,4,4,4,6,6,6,6,6,6,6,6,4,4,4,4,1,2,1,4,2,4,4,4,4,6,4,4,4,2,3,2,3,3,"3","3","3","3","3","3","3","3","3","3","3","3",NA
3,5,4,4,3,5,4,5,4,4,4,4,3,4,5,3,3,4,5,4,5,5,5,4,4,4,4,4,5,4,4,4,4,3,3,3,4,4,4,3,5,1,4,4,4,2,2,4,5,2,2,1,5,4,4,4,5,5,3,4,5,4,4,5,4,5,5,7,4.86157964234051,2,1,1,3,1,3,2,5,3,2,4,7,6,6,6,5,6,5,6,4,4,4,4,2,2,2,4,2,5,2,4,4,6,2,5,4,2,3,2,3,3,"3","3","3","3","3","2","3","3","2","2","3","3","2"
5,4,5,2,4,4,5,5,3,4,5,4,5,5,5,4,5,5,4,4,5,5,5,5,2,4,4,5,4,5,3,3,4,4,3,3,4,4,4,5,3,1,4,1,5,1,2,3,4,2,1,1,6,1,2,6,1,4,1,7,4,5.79147500847075,5.66799998078744,7.23027066059978,5.73753463808041,4.14779810286819,2.48237557589294,7,2.07720665263745,7,1,1,2,2,3,4,7,1,3,4,6,6,7,5,7,7,6,7,4,5,3,5,2,1,2,2,3,6,7,6,4,6,6,2,1,3,1,4,2,3,"3","2","3","3","2","3","3","3","3","3","3","3","3"
3,3,3,4,1,4,3,4,2,4,4,4,5,4,4,5,4,4,3,3,4,5,5,3,4,3,2,4,4,5,4,4,3,4,4,3,4,5,3,3,4,2,4,1,4,2,3,3,4,4,3,3,4,1,5,2,5,5,4,4,5,5.0661548954929,3.87885456682865,1.31563863747977,6.24015044093502,2.18168625741493,4.43910094308283,7,8.16608782201662,6,1,1,3,2,4,3,3,5,2,2,5,4,5,4,4,4,3,6,4,4,3,2,2,2,2,3,3,4,5,3,4,2,5,4,4,3,2,3,2,2,"3","3","3","1","3","2","3","3","1","2","3","3","1"
4,2,4,4,2,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,4,4,4,4,4,2,2,2,4,4,4,3,5,5,4,5,5,5,4,5,5,4,1,1,6,5.17400876333531,5,7,7,4,7,1,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,2,2,2,5,1,5,3,5,2,7,2,7,3,2,3,2,3,3,"3","3","3","3","3","2","3","3","1","3","2","3","1"
3,3,5,5,4,5,5,5,4,5,5,4,4,5,4,3,4,5,4,4,5,3,4,4,4,3,4,5,5,5,3,4,4,3,4,3,2,4,2,5,3,5,4,1,4,1,3,3,3,1,1,1,4,4,3,3,3,3,4,4,4,5.06514467543937,4.71905542349012,8.18876859646327,5.02330399856956,6.26949442375812,7.70428564241407,6,-1.16188191875163,4,1,1,1,1,5,3,4,4,2,4,6,5,5,5,6,6,5,5,4,4,5,4,2,2,2,4,4,6,7,5,5,5,4,2,4,3,2,3,2,2,"3","3","3","3","3","3","3","3","1","3","3","3","1"
4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,3,4,4,4,4,4,5,3,4,2,4,4,2,3,4,3,2,4,1,3,2,3,2,2,3,4,2,3,3,4,1,4,2,3,6,4,5,5,6,4,5,4,6,4,6,6,6,1,1,4,5,4,4,6,3,5,4,6,6,6,5,6,4,6,6,4,4,3,4,2,2,2,3,3,4,4,5,5,5,5,5,5,3,2,2,2,3,"3","3","3","3","3","2","3","3","1","2","3","3","1"
5,4,5,4,3,5,3,5,4,5,4,4,5,4,5,5,5,4,2,2,5,4,5,5,5,4,4,4,4,5,3,5,4,4,5,4,4,5,3,4,4,3,4,4,4,4,5,4,5,4,4,2,6,4,2,4,2,6,2,4,5,5.42007533177585,2.92088356661265,7.32692664700977,9.16710408521486,4.25270377763049,7.51208638630278,7.98708965849854,-4.28186213218012,6,1,1,4,1,4,3,6,4,2,3,6,6,6,4,6,6,6,6,3,4,3,4,3,2,4,4,2,5,1,6,2,5,1,6,3,2,2,1,2,3,"3","3","3","2","3","3","3","3","2","3","3","3","1"
5,5,4,4,4,4,2,4,5,3,3,4,3,4,4,3,3,5,5,4,5,5,5,4,5,3,4,5,5,4,4,4,4,3,3,3,3,5,2,4,4,1,4,1,5,2,2,3,3,4,2,3,4,1,1,2,6,3,1,4,4,3,1,1,1,5,6,-0.485326565884872,-0.430655393491909,2.70592846325917,1,1,1,1,5,1,5,4,5,2,6,5,6,5,6,3,4,6,2,4,4,2,2,2,2,2,3,2,7,6,5,3,2,6,5,3,1,3,2,2,"3",NA,"3","3","3",NA,"3","3","1",NA,NA,"3","1"
5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,4,5,4,5,5,4,4,5,5,5,5,3,5,5,4,4,4,4,5,4,4,4,2,5,3,5,3,3,4,4,2,2,2,6,2,3,5,3,6,4,4,5,0.400468668945884,6.13074670981443,2.02400913313372,5.8956415214616,5.89624582901878,3.85953572667958,7,7.26553026886492,1,1,1,2,2,4,2,5,2,5,2,6,6,6,6,6,6,5,7,4,4,4,3,1,1,1,3,3,4,3,6,6,5,4,4,3,2,3,2,2,2,"3","2","3","3","3","2","3","3","3","3","3","3","3"
4,5,3,4,4,5,4,3,4,5,4,4,5,4,4,4,4,4,5,4,5,4,4,3,4,3,5,4,3,4,2,4,2,4,3,3,3,5,2,4,2,4,3,1,5,2,1,3,4,1,3,2,1,1,4,2,5,2,1,1,1,6,2,1,2,2,4,6,10.611303691439,5,1,1,4,4,5,5,5,5,3,5,3,5,4,6,4,5,5,6,4,3,4,3,2,2,2,6,4,6,2,6,2,3,3,3,3,3,3,2,3,3,"3","3",NA,"3","3","3","3","3","1","3","1","3",NA
4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,5,4,4,4,2,4,4,4,4,4,4,4,3,3,3,5,5,3,4,5,6,6,4,5,3,5,4,5,6,5,7,5,5,1,1,4,4,4,4,4,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4,2,2,2,3,2,3,5,4,6,5,5,4,6,2,3,1,3,3,"3","3","3","3","3","3","3","3","1","3","3","3","1"
4,5,3,4,3,4,4,4,3,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,2,2,4,3,2,4,4,4,2,1,4,2,3,2,3,2,4,1,1,2,4,1,7,3,4,5,4,4,5,2,4,1,1,4,2,7,9.60816489185362,7,1,1,3,4,4,2,5,4,3,4,5,5,5,5,5,5,4,6,3,3,4,2,4,3,4,1,2,4,3,5,4,2,3,5,5,4,1,3,1,1,"3","2","3","3","3",NA,"3","3","1","3","3","3","1"
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,2,4,4,3,4,4,4,4,4,4,4,2,2,4,4,4,3,3,4,2,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,2.76011098553054,6.67941168210432,1.79034230694658,3.66060649540822,2.54516080640752,4.71498450132232,5,2,2,1,1,5,3,5,5,5,3,3,5,5,5,5,5,5,5,5,5,2,4,4,2,4,2,4,3,3,3,3,3,3,3,5,3,5,3,2,2,2,2,"3","3","3","3","3","3","3","3","3","1","3","3","3"
3,5,2,4,3,3,3,4,3,4,4,4,5,3,4,2,3,4,5,2,4,4,4,3,2,2,4,5,3,4,2,2,2,3,4,3,2,4,2,4,4,4,4,3,5,4,4,2,4,3,2,3,4,4,3,3,3,3,2,4,4,1,4,1,7,4,7,7,7,5,1,1,5,5,5,5,4,5,2,4,3,3,4,5,5,4,2,6,2,3,5,4,4,4,4,3,3,3,3,6,5,6,6,6,3,4,4,2,2,3,"3","3","3","3","3","3","3","3","1",NA,"3","3",NA
5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,4,4,5,4,5,4,5,4,4,4,5,5,5,5,4,4,4,2,4,4,5,5,4,4,4,5,4,3,5,3,4,4,5,2,1,1,1,1,2,4,4,5,1,1,1,3.95540322681512,-1.78483944131163,3.37385789906542,5.55522031711078,2.47876130150754,5.00445201842462,7,0.0550401034298329,3,1,1,2,1,2,4,2,4,3,3,3,3,5,5,5,3,4,5,4,3,4,5,2,1,5,7,1,7,3,6,3,6,2,5,2,2,3,2,3,4,"3","3","3","3","3","3","3","3","1","2","3","3","1"
2,4,3,5,3,4,2,4,2,2,2,4,4,2,3,2,2,5,4,5,4,4,5,3,2,2,3,4,3,3,2,5,3,1,3,0.0860295483993612,5,5,3,4,2,-2.10218975446879,3,2,3,1,3,4,3,4,4,3,1,1,1,1,4,3,5,1,4,1,1,5,1,7,5,8.12083552735288,2.61215416109332,5,1,1,4,5,2,5,3,4,3,4,5,7,7,4,7,6,4,3,3,4,2,2,3,2,3,2,3,3,5,5,5,2,4,3,6,3,1,2,2,1,"2","2","2","3","3",NA,NA,"3","1","2",NA,"3","1"
5,5,5,5,5,4,5,5,5,5,2,4,5,3,5,5,3,5,5,5,5,2,5,3,2,4,5,5,5,5,5,5,1,4,5,4,1,5,5,1,2,5,4,1,5,2,3,5,3,2,1,1,1,1,1,1,4,2,1,1,1,7.25830575761067,4.76554625219381,0.367538457532513,2.1964328369855,10.5065337176962,1.89094285177323,5,2.18990536649074,5,1,1,5,5,3,4,5,4,5,4,3,4,5,4,4,5,5,6,1,4,2,1,3,4,4,2,7,1,7,6,4,4,7,1,7,4,1,4,1,1,"3","3","3","3","3","3","3","3","1",NA,"3","3","1"
4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,5,3,4,4,4,3,4,4,3,5,4,5,3,4,4,4,5,3,4,4,3,4,4,2,5,2,5,2,5,4,4,2,2,2,5,4,5,4,5,5,5,5,5,4.3984297743703,4.72147166942053,4.70025640540196,4.81564365368505,5.33795294924957,7.01817914393817,7,4,5,1,1,4,2,5,2,4,3,3,4,6,5,6,4,5,5,5,6,4,4,4,3,3,1,2,3,2,4,6,6,6,5,4,5,6,3,2,3,2,3,"3","3","3","3","3","3","3","3","1","3","3","3","1"
4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,2,3,4,3,4,4,4,4,5,3,4,2,3,4,4,4,3,4,4,2,2,2,5,1,5,3,5,6,3,4,6,7.36330295297968,2.84032930493251,3.37679512170987,6.75432844191949,7.2552313346684,5.35299128280637,3,5,5,1,1,2,4,2,2,5,3,3,4,5,5,6,5,5,5,5,6,4,4,4,4,2,2,2,5,2,5,5,5,5,5,3,5,3,3,2,2,3,3,"3","3","3","3",NA,"2","3","3","2","3","2","3","1"
2,5,4,5,4,4,4,5,4,5,5,5,5,4,4,4,5,5,4,3,4,2,5,4,2,2,3,5,3,4,3,3,2,3,3,1,2,3,3,4,2,1,4,1,4,1,3,2,3,3,4,4,1,1,1,1,3,1,1,1,1,1,1,1,1,4,2,6,1.34503335423375,3,1,1,3,4,4,5,6,4,4,6,5,5,6,5,6,5,6,5,3,2,4,3,4,2,4,2,2,3,6,4,4,5,5,3,5,4,1,3,1,1,NA,"3","3","3","2","3","3","3","1","2",NA,"3",NA
4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,4,3,4,4,4,4,4,3,2,3,4,4,3,4,3,3,4,4,3,3,2,4,2,3,2,2,3,2,3,2,4,2,3,2,3,3,4,2,4,4,3,4,3,4,3,5.39604773402892,2.24215919084881,7.24401750818599,8.77754236270473,4.64437540169936,6.71513415867645,5,-0.0217522936502168,5,1,1,4,3,4,4,5,4,4,5,5,3,5,4,5,4,4,5,2,2,3,3,4,4,4,3,3,4,5,4,5,4,2,4,2,3,2,3,2,2,"3","3","3","3","3","3","3","3","1","3","3","3","1"
2,5,5,5,5,4,4,4,4,5,4,3,5,5,4,2,4,4,5,5,5,5,4,4,3,2,5,4,4,5,3,4,1,4,4,2,4,5,3,5,2,1,4,1,5,1,1,5,3,1,1,2,1,1,2,3,1,5,1,7,5,2,6,1,6,6,2,7,1,2,1,1,6,4,5,5,6,5,5,5,2,4,2,4,5,3,5,6,4,4,4,4,2,3,2,1,2,2,3,3,5,5,5,6,6,4,1,4,1,3,"1","3","3","3","3","3","3","3","1","3","3","3","1"
5,5,5,5,5,5,5,5,4,3,1,3,4,4,4,5,3,5,5,5,5,4,5,4,3,5,5,4,5,3,3,4,5,1,4,3,3,4,5,5,4,1,3,2,5,3,3,1,3,1,1,1,5,4,3,6,6,3,4,6,4,1,5,6,6,6,6,7,5,4,1,1,4,3,5,5,4,5,5,5,4,5,6,5,5,4,4,4,3,3,4,3,4,3,3,5,4,1,6,3,5,5,7,6,5,2,3,3,1,3,"3","3","3","3",NA,"3","3","3","3","3","3","3","3"
4,4,4,5,4,4,4,4,5,4,5,4,4,4,5,4,4,5,4,3,5,4,4,4,5,3,4,4,4,5,3,3,1,2,3,2,2,3,2,3,3,1,3,1,4,2,2,3,4,2,2,2,1,1,1,1,1,1,6,1,1,1,4,2,1,2,1,10.8657979838854,0.96319578189793,3,1,1,4,4,4,5,5,4,4,4,4,5,6,4,6,5,6,6,2,3,3,3,4,3,4,4,3,3,4,4,4,3,5,5,5,4,1,3,1,2,"3",NA,"3","3","3","3","3","3","1","3","3","3","1"
4,5,4,4,4,5,4,5,5,4,5,5,4,5,5,3,5,4,5,5,5,4,5,4,5,5,5,5,4,4,3,5,5,4,4,3,4,5,5,4,4,2,4,2,4,4,3,3,4,1,1,1,1,2,5,5,5,5,5,7,2,2.03505106346482,4.437496266008,-0.0700692367590807,4.76382529402318,5.59114021992199,6.42929256282199,5,11.2133808032712,1,1,1,3,1,4,2,5,2,1,2,5,5,6,5,5,6,5,7,4,4,4,4,2,2,2,5,2,3,5,5,3,6,4,5,5,3,1,2,2,2,"3","3","3","3","3","3","3","3","2","2","3","3","2"
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,1,1,1,4,1,1,1,1,6,6,6,6,6,6,6,6,6,5,5,5,5,2,1,1,4,1,5,1,4,1,7,1,6,7,4,1,4,1,2,"3","3","3","3","3","3","3","3","2","3","3","3","1"
4,5,3.64595936682289,5,4,5,3,5,3,3,5,4,5,4,5,4,4,5,4,2.92567130791767,4.01709217177345,4,4,5.34012030470554,4,3,4,5,5,3,3,2.61490426908406,3.02056125397793,3,4,4,2,4,4,4,4,1,5,2,3.05654166418404,2,2,3,5,1,1,1,1,1,5,1,1,1,1,1,1,4,1,6,4,6,6,7,3.73981862034611,2,1,1,4,2,3,3,5,3,2,4,4,4,7,5,4,6,4,2,3,4,3,3,2,2,2,5,5,6,4,5,3,4,1,2,2,3,2,3,2,1,"3","3","3","3","3","3","3","3",NA,NA,"3","3","1"
3,4,5,4,5,4,4,5,5,4,5,5,4,5,4,3,4,4,4,3,5,4,5,5,4,3,4,5,4,5,4,5,3,3,4,4,3,4,4,4,3,4,5,4,4,4,4,3,4,4,4,4,5,1,1,4,4,3,7,1,1,5,4,5,4,7,3,7,-2.468425060334,7,1,1,3,2,3,3,5,3,4,4,4,4,4,4,5,5,6,6,4,4,4,4,1,1,2,3,2,5,4,4,3,5,4,6,6,3,2,3,2,2,"1","3","3","3","3","3","3","3","1",NA,"3","3","3"
4,4,4,4,4,3,3,3,4,4,5,4,4,3,4,4,4,4,4,3,5,4,4,4,3,3,4,5,4,5,4,4,2,4,4,3,4,4,4,3,4,1,4,2,4,2,2,3,2,2,3,2,3,1,5,3,2,5,2,1,4,5,5,3.07925139756548,3,5,3,5,5.69928240844379,5,1,1,3,4,4,4,3,3,2,4,6,6,5,5,6,5,5,5,3,3,4,3,2,3,3,3,5,4,6,5,5,4,5,3,5,3,2,3,2,2,"3","3","3","3","2","3","3","3","1","2","3","3","1"
3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,4,4,2,2,4,2,4,2,2,4,4,2,2,1,1,1,1,4,4,2,1,1,4,0.173947709766991,7.62196116756435,0.840820334092608,2.80614446879004,5.54866407693658,5.67133922653687,4,2.73607182936285,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,6,4,6,4,4,4,4,4,4,4,1,4,1,3,"3","3","3","3","3","3","3","3","3","3","3","3","3"
4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,5,4,4,3,4,3,3,3,4,3,3,4,4,4,4,3,4,3,4,4,4,2,4,2,4,2,3,3,4,2,2,4,1,1,4,1,1,5,5,1,1,3.8140895180371,2.27712881321826,1.89511291453813,3.20383360446898,4.51944685873329,7.53430983832604,8.6656483702234,8.00119206819145,6,1,1,4,4,4,4,3,5,4,5,3,3,4,4,3,3,3,4,4,4,4,4,3,3,2,6,4,5,4,6,2,6,4,4,2,3,2,2,2,2,"3","3","3","3","3","3","3","3","3","3","3","3","3"
3,5,4,4,4,5,3,5,3,3,5,4,3,5,5,3,5,5,2,5,5,2,4,3,3,2,3,5,4,5,3,5,5,2,1,1,2,1,1,3,1.17298044630877,1,2,1,5,1,1,4,1,1,1,1,1,1,4,3,1,1,1,4,1,6.67505729207499,7.29552968149835,-0.992355331143076,0.308401106332882,8.9611089748397,0.984927054981848,7,-2.24452278831592,2,1,1,4,5,5,4,6,5,2,4,5,4,6,5,5,3,5,6,1,2,2,1,1,2,2,1,5,1,7,1,5,1,7,1,7,4,1,4,1,1,"3","2","3","3",NA,NA,"3","3",NA,"2","3","3","2"
3,4,4,4,4,4,5,4,3,4,4,5,4,4,5,4,3,4,4,4,5,3,5,5,4,3,4,4,4,4,4,4,5,3,5,3,2,5,4,2,3,2,4,3,5,3,3,4,4,2,3,3,5,5,4,2,4,5,2,4,6,4,4,4,6,7,6,7,6.06384914139198,4,1,1,3,5,5,5,6,3,4,4,5,5,5,6,5,5,5,5,4,4,5,3,2,2,2,5,4,5,5,4,4,5,5,3,6,2,3,2,3,3,"3","3","3","3","3","3","3","3","3","3","3","3","3"
3,4,4,5,5,4,4,4,3,4,4,5,4,5,4,3,4,4,4,4,4,4,4,5,4,3,3,4,3,4,3,4,4,2,4,2,4,5,2,4,2,1,2,2,4,1,2,2,4,3,2,3,1,1,1,1,1,1,1,1,2,0.0850558254009979,0.91205178400605,8.17592783171997,0.481167287362852,3.55956117927592,4.07526027296171,7,-2.11079366776357,5,1,1,4,2,5,3,5,4,2,4,4,5,5,5,4,4,3,6,3,4,4,2,4,2,2,3,3,3,5,7,3,2,6,3,5,3,2,2,2,2,"3","3","3","3","2","2","3","3","1","2","3","3","2"
